"SEQ_ITEM","PORT_CODE","BRANCH","CONTNO","NOPOL","BLOK","SLOT","ROW","TIER","CONTSIZE","CONTTYPE","CONTOWNER","CONTSTATUS","PRINCIPAL","DG_FLAG","HOLD_FLAG","DMG_FLAG","OD_FLAG","FREEUSED_FLAG","FULLMT","SEALNO","WEIGHT","CMDTY_CODE","CMDTY_DESC","VESSEL_VOYAGE","POL","POT","POD","BGKNO","BLNO","DWINO","RESERVE_FIELD","MOVE_TIME","REPO_TIME","VESSEL_OPERATOR","CONT_GRADE","FORM_ID","DOC_ID","KADE","CREATEDON","CREATEDBY","MODIFIEDBY","MODIFIEDON"
2177,IDJKT,JKT64,"6089588",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 23:20",,,,817,"109","208",2026-06-30 09:23:08.552,,,
2178,IDJKT,JKT64,"50207126543",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 23:22",,,,817,"109","208",2026-06-30 09:23:08.552,,,
2179,IDJKT,JKT64,MRZU2192480,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 23:24",,,,817,"109","208",2026-06-30 09:23:08.552,,,
2180,IDJKT,JKT64,FO16085319,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 23:26",,,,817,"109","208",2026-06-30 09:23:08.552,,,
2181,IDJKT,JKT64,MRW2301847,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 23:28",,,,817,"109","208",2026-06-30 09:23:08.552,,,
2182,IDJKT,JKT64,"2142088",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 23:30",,,,817,"109","208",2026-06-30 09:23:08.552,,,
2183,IDJKT,JKT64,"2133992",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:32",,,,817,"109","208",2026-06-30 09:23:08.552,,,
2184,IDJKT,JKT64,"2196130",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:34",,,,817,"109","208",2026-06-30 09:23:08.552,,,
2185,IDJKT,JKT64,"2121970",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:36",,,,817,"109","208",2026-06-30 09:23:08.552,,,
2186,IDJKT,JKT64,"2182347",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:38",,,,817,"109","208",2026-06-30 09:23:08.552,,,
2187,IDJKT,JKT64,"2190980",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:40",,,,817,"109","208",2026-06-30 09:23:08.552,,,
2188,IDJKT,JKT64,"2209190",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:41",,,,817,"109","208",2026-06-30 09:23:08.552,,,
2189,IDJKT,JKT64,"2296040",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:43",,,,817,"109","208",2026-06-30 09:23:08.552,,,
2190,IDJKT,JKT64,"2110239",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:45",,,,817,"109","208",2026-06-30 09:23:08.552,,,
2191,IDJKT,JKT64,MRAN2160287,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 19:30",,,,817,"202","208",2026-06-30 09:23:08.710,,,
2192,IDJKT,JKT64,MRIU2308441,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 19:32",,,,817,"202","208",2026-06-30 09:23:08.710,,,
2193,IDJKT,JKT64,MRN2204209,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 19:34",,,,817,"202","208",2026-06-30 09:23:08.710,,,
2194,IDJKT,JKT64,"2213577",,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 19:36",,,,817,"202","208",2026-06-30 09:23:08.710,,,
2195,IDJKT,JKT64,"6952234",,"213",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 19:45",,,,817,"202","208",2026-06-30 09:23:08.710,,,
2196,IDJKT,JKT64,HKSU6952346,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 19:46",,,,817,"202","208",2026-06-30 09:23:08.710,,,
2197,IDJKT,JKT64,BMOU6041673,,"219",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:20",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2198,IDJKT,JKT64,HESU6952316,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:28",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2199,IDJKT,JKT64,"6952323",,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:30",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2200,IDJKT,JKT64,MRN2132670,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:32",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2201,IDJKT,JKT64,CNKN8028946,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:34",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2202,IDJKT,JKT64,MRT2184210,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:36",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2203,IDJKT,JKT64,"1309072",,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:38",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2204,IDJKT,JKT64,"2277627",,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:40",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2205,IDJKT,JKT64,"42071298",,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:42",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2206,IDJKT,JKT64,"2092496",,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 20:44",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2207,IDJKT,JKT64,MRTU9629680,,"219",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:00",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2208,IDJKT,JKT64,TIIU6803597,,"218",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:02",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2209,IDJKT,JKT64,HPW4318844,,"218",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:04",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2210,IDJKT,JKT64,Sen407/439,,"218",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:06",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2211,IDJKT,JKT64,"8955740",,"218",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:09",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2212,IDJKT,JKT64,MRTO9624456,,"218",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:16",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2213,IDJKT,JKT64,"42240850",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:18",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2214,IDJKT,JKT64,"2019495",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:20",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2215,IDJKT,JKT64,MRT2125584,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:22",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2216,IDJKT,JKT64,"2145826",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:24",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2217,IDJKT,JKT64,"42030855",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:26",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2218,IDJKT,JKT64,"2167717",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:28",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2219,IDJKT,JKT64,MR2313489,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 21:44",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2220,IDJKT,JKT64,"2158850",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 21:46",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2221,IDJKT,JKT64,MPN2135962,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 21:57",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2222,IDJKT,JKT64,"42277768",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 21:59",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2223,IDJKT,JKT64,"42416319",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 22:01",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2224,IDJKT,JKT64,"2282536",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 22:03",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2225,IDJKT,JKT64,MAN2104093,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:04",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2226,IDJKT,JKT64,"42171580",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:05",,,,817,"203",-,2026-06-30 09:23:08.788,,,
2227,IDJKT,JKT64,MR2227586,,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 22:06",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2228,IDJKT,JKT64,"42128665",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 22:08",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2229,IDJKT,JKT64,"2284816",,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 22:10",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2230,IDJKT,JKT64,"2300732",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:12",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2231,IDJKT,JKT64,MPN2096300,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:26",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2232,IDJKT,JKT64,"3190084",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:28",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2233,IDJKT,JKT64,MP2311233,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:30",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2234,IDJKT,JKT64,"2310113",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:32",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2235,IDJKT,JKT64,"2283851",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:34",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2236,IDJKT,JKT64,W2218820,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:36",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2237,IDJKT,JKT64,MRN2234733,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:38",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2238,IDJKT,JKT64,"4220330",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:40",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2239,IDJKT,JKT64,"42220848",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:44",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2240,IDJKT,JKT64,"2159199",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:46",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2241,IDJKT,JKT64,MRN2300075,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:48",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2242,IDJKT,JKT64,"2281109",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 22:50",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2243,IDJKT,JKT64,"42306730",,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 23:18",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2244,IDJKT,JKT64,"21993344",,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 23:20",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2245,IDJKT,JKT64,"42301430",,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 23:22",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2246,IDJKT,JKT64,"2286059",,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 23:24",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2247,IDJKT,JKT64,MRN2072252,,"219",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:41",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2248,IDJKT,JKT64,"2045827",,"219",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:43",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2249,IDJKT,JKT64,CRXU3226582,,"219",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-18 23:45",,,,817,"207",-,2026-06-30 09:23:09.179,,,
2250,IDJKT,JKT64,MRW2375783,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:00",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2251,IDJKT,JKT64,MPN2127144,,"219",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:02",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2252,IDJKT,JKT64,"9624353",,"219",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:03",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2253,IDJKT,JKT64,SE24087076,,"219",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:04",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2254,IDJKT,JKT64,CORN5986932,,"219",,,,"40",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:16",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2255,IDJKT,JKT64,MRT2200374,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:18",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2256,IDJKT,JKT64,"190208",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:26",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2257,IDJKT,JKT64,CEOV2270188,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:28",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2258,IDJKT,JKT64,"5340",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:30",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2259,IDJKT,JKT64,TJU2138597,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:32",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2260,IDJKT,JKT64,JURY42152874,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:34",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2261,IDJKT,JKT64,MRW2375840,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:36",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2262,IDJKT,JKT64,MPN2095427,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:38",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2263,IDJKT,JKT64,MRN2074234,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:40",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2264,IDJKT,JKT64,"2285788",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:42",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2265,IDJKT,JKT64,"4242761",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:44",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2266,IDJKT,JKT64,SEGU3955841,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:46",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2267,IDJKT,JKT64,MOW2382541,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:48",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2268,IDJKT,JKT64,"42352948",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:50",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2269,IDJKT,JKT64,MON2016747,,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:51",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2270,IDJKT,JKT64,"2229892",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:53",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2271,IDJKT,JKT64,"2039233",,"218",,,,"20",,,,,,,,,,E,,,,,,,,,,,,,"2026-06-18 00:54",,,,817,"209",-,2026-06-30 09:23:09.463,,,
2272,IDJKT,JKT64,CPKS0003900,,A,"1","2","3","20",GP,,,,,,N,,,F,F,,,,,,,,,,,,"30-06-2026 17:07",,,,696,"2134","208",2026-07-02 14:47:08.540,,,
2273,IDJKT,JKT64,CPKS0003900,HT01,A,"1","2","3","20",GP,,,,,,N,,,F,F,,,,,,,,,,,,"30-06-2026 16:10",,,,696,"2133","208",2026-07-02 14:47:18.819,,,
2274,IDJKT,JKT56,CPKS000004,,B,"5","3","3","20",GP,,,,,,N,,,F,,,,,,,,,,,,,"02-07-2026 10:55",,,,696,"2150","208",2026-07-02 14:47:29.764,,,
2275,IDJKT,JKT56,CPKS000003,HT04,A,"2","1","2","20",GP,,,,,,N,,,F,A123456,,,,,,,,,,,,"01-07-2026 14:23",,,,696,"2141","208",2026-07-02 14:47:30.368,,,
2276,IDJKT,JKT56,CPKS000001,HT03,B,"2","2","2","20",GP,,,,,,N,,,F,A123456,,,,,,,,,,,,"01-07-2026 14:02",,,,696,"2139","208",2026-07-02 14:47:30.971,,,
2277,IDJKT,JKT56,CPKS000002,HT05,B,"2","2","3","20",GP,,,,,,N,,,F,A123456,,,,,,,,,,,,"01-07-2026 14:02",,,,696,"2139","208",2026-07-02 14:47:30.971,,,
2278,IDJKT,JKT64,IIOU0004258,,B,"2","2","2","20",GP,,,,,,N,,,F,F,,,,,,,,,,,,"01-07-2026 09:57",,,,696,"2136","208",2026-07-02 14:47:31.595,,,
2279,IDJKT,JKT64,F004259561,HT119,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:20",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2280,IDJKT,JKT64,CONT3417006,HT120,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:21",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2281,IDJKT,JKT64,MRW7553923,HT121,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:23",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2282,IDJKT,JKT64,CONT4181875,HT122,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:24",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2283,IDJKT,JKT64,CONT9361733,HT123,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:25",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2284,IDJKT,JKT64,CONT3482951,HT124,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:26",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2285,IDJKT,JKT64,CONT2285791,HT125,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:27",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2286,IDJKT,JKT64,MSLU5575467,HT126,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:28",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2287,IDJKT,JKT64,EGSU3394624,HT127,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:30",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2288,IDJKT,JKT64,CONT7CW38539,HT128,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:31",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2289,IDJKT,JKT64,WHSU2016532,HT129,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:32",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2290,IDJKT,JKT64,CONT172860,HT130,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:34",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2291,IDJKT,JKT64,MSTER4071712,HT131,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:36",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2292,IDJKT,JKT64,MRN80780777,HT132,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:38",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2293,IDJKT,JKT64,CONT7109954,HT133,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:40",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2294,IDJKT,JKT64,CONT64588077,HT134,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:42",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2295,IDJKT,JKT64,EITU3072651,HT135,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:44",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2296,IDJKT,JKT64,MSCH4448540,HT136,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:46",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2297,IDJKT,JKT64,CONT0000119,HT137,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:47",,,,817,"306","208",2026-07-02 15:13:17.667,,,
2298,IDJKT,JKT64,CONT0000120,HT138,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:48",,,,817,"307","208",2026-07-02 15:13:19.145,,,
2299,IDJKT,JKT64,WALSU2860230,HT139,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 20:58",,,,817,"401","208",2026-07-02 15:13:19.199,,,
2300,IDJKT,JKT64,SUDU7301324,HT01,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 16:40",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2301,IDJKT,JKT64,MSKU9018956,HT01,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 16:41",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2302,IDJKT,JKT64,SUDU7869680,HT22,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 16:42",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2303,IDJKT,JKT64,SUPU1397627,HT22,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 16:43",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2304,IDJKT,JKT64,MWRO9633678,HT23,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 16:47",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2305,IDJKT,JKT64,SUDU7403049,HT24,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 16:48",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2306,IDJKT,JKT64,MSKU5881868,HT25,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 16:49",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2307,IDJKT,JKT64,MSKU5979144,HT26,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 16:50",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2308,IDJKT,JKT64,MSAN7085258,HT27,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 16:51",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2309,IDJKT,JKT64,WHW2346350,HT28,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 16:52",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2310,IDJKT,JKT64,MSKU2306022,HT29,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 17:00",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2311,IDJKT,JKT64,MSKU9950297,HT30,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 17:01",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2312,IDJKT,JKT64,E9503624666,HT31,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 17:08",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2313,IDJKT,JKT64,E9802773393,HT32,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 17:10",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2314,IDJKT,JKT64,CONT0000015,HT33,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 17:11",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2315,IDJKT,JKT64,LA106135833,HT34,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 17:12",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2316,IDJKT,JKT64,WH502968219,HT35,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 17:14",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2317,IDJKT,JKT64,HAS12605504,HT36,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 17:15",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2318,IDJKT,JKT64,WHS03626110,HT37,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 17:16",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2319,IDJKT,JKT64,CONT2491697,HT38,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 17:20",,,,817,"301","208",2026-07-03 10:53:47.514,,,
2320,IDJKT,JKT64,WHS21024919,HT39,"218",,,,"20",,,,,,,,,,F,,,,,,,,,,,,,"2026-06-25 17:21",,,,817,"301","208",2026-07-03 10:53:47.514,,,
